epoch,train_loss,train_acc,test_loss,test_acc
28,0.6157039817772991,0.7803902751119641,0.7520829227309638,0.7456070287539937
29,0.5885749784746921,0.7917066538707613,0.7796686657796652,0.7431110223642172
30,0.5780483613163709,0.7953254958413307,0.7881135506370959,0.7455071884984026
31,0.5639966608085315,0.7985444657709533,0.7703239394548221,0.7450079872204473
32,0.5486725843627713,0.8044225847728727,0.7697948509226211,0.7514976038338658
33,0.5317625054852443,0.8122200895713372,0.7852205375132089,0.7441094249201278
34,0.5114974865519459,0.8192178502879078,0.7885305669170599,0.7478035143769968
35,0.5002974187401115,0.8235364683301344,0.7738775652818406,0.7494009584664537
36,0.48922395762902227,0.8269953614843251,0.8036742860231155,0.7538937699680511
37,0.46593673039592387,0.835052783109405,0.8237332040890337,0.7522963258785943
38,0.46419850199632895,0.8341930582213691,0.8440470012803428,0.7507987220447284
39,0.44936343031725057,0.8411708253358925,0.8011374749219455,0.7549920127795527
40,0.4342373265209712,0.8470489443378119,0.8385456849972661,0.7510982428115016
41,0.4303164062586566,0.8481885796545106,0.8223917327178553,0.7570886581469649
42,0.41564501812937776,0.8547864683301344,0.8911664211711945,0.7502995207667732
43,0.40196216518270306,0.8594649712092131,0.8608945133491827,0.7561900958466453
44,0.3945555833674209,0.8607245681381958,0.8468290779251642,0.7511980830670927
45,0.3830426323274657,0.8649232245681382,0.8459447926987474,0.7566892971246006
46,0.3815654883314918,0.866242802303263,0.8274194146402347,0.7546924920127795
47,0.3608836340631572,0.8729606525911708,0.8752303166796986,0.7596845047923323
48,0.361359237640219,0.8734604926423545,0.8639874477356005,0.7558905750798722
49,0.35435181605180943,0.8743402111324377,0.8797116391479779,0.7642771565495208
50,0.34385755029641046,0.8801983365323096,0.8689761191796952,0.7568889776357828
51,0.33586870175825045,0.882537587971849,0.9151053906153566,0.7530950479233227
52,0.3276359165493716,0.885556621880998,0.894830549153657,0.7599840255591054
53,0.323384933233242,0.8870161548304543,0.8581138547426596,0.7655750798722045
54,0.3121489455669604,0.889435380678183,0.907410396506992,0.7615814696485623
55,0.3052651611796115,0.8927343250159949,0.8748048541549677,0.7693690095846646
56,0.30372185272570423,0.8931142034548945,0.8699279825051371,0.7641773162939297
57,0.29565155444641716,0.8975127959053103,0.9085519215740716,0.764576677316294
58,0.2917515386136693,0.8985724568138196,0.9039094647565208,0.7649760383386581
59,0.28476389457119516,0.9015315099168266,0.9164954795957373,0.7630790734824281
60,0.28398562503963115,0.9010116762635957,0.9322297390276632,0.7648761980830671
61,0.28009186406224795,0.902131317978247,0.9340331654150646,0.7681709265175719
62,0.27189957191637326,0.9060300703774792,0.8911209400421896,0.7662739616613419
63,0.26808771622734845,0.908109404990403,0.8873253155249757,0.7734624600638977
64,0.26378811874634855,0.9079694497760716,0.9274318650507698,0.7712659744408946
65,0.2617038227194683,0.9109684900831734,1.0038271740126534,0.7572883386581469
66,0.2531013283270792,0.9125079974408189,0.9294033381885614,0.7669728434504792
67,0.25090614888728885,0.912627959053103,0.9843995026506174,0.7614816293929713
68,0.243255232699735,0.9166266794625719,0.9911213851393983,0.7532947284345048
69,0.24118736616656974,0.9154870441458733,0.9507759524086794,0.7652755591054313
70,0.23903700144531267,0.916806621880998,0.964976713132744,0.7711661341853036
71,0.23625041555937426,0.9186260396673065,0.9779412510296026,0.7656749201277955
72,0.228414352187173,0.9224048304542546,0.9534340421803081,0.7783546325878594
73,0.2244073831781945,0.9232845489443378,0.9591546898927933,0.7678714057507987
74,0.2235863509904343,0.9209652911068458,0.9360000304996777,0.7745607028753994
75,0.2170340554903113,0.9251439539347409,0.9771720180020165,0.7707667731629393
76,0.2129618709314655,0.9264635316698656,0.9644445905955835,0.7686701277955271
77,0.21817715658603076,0.9246641074856046,0.9446336718413014,0.7771565495207667
78,0.2117229765538789,0.9255838131797824,0.9691311130746485,0.772064696485623
79,0.2035976502572449,0.9302823096609085,0.9561595802013867,0.7792531948881789
80,0.20073802553067224,0.9304822456813819,0.960807492557806,0.7792531948881789
81,0.199913800625525,0.9319417786308382,0.9414290014071206,0.7712659744408946
82,0.20180227702706385,0.9315619001919386,0.9628593866912701,0.7790535143769968
83,0.19674351587665154,0.9321417146513116,0.9616088357072669,0.7799520766773163
84,0.19189766105097586,0.9341210812539987,0.9967798113632507,0.7715654952076677
85,0.19234966865954628,0.934021113243762,0.9774719267226637,0.7713658146964856
86,0.18795906962685036,0.9348608445297505,1.0003515109657861,0.7697683706070287
87,0.1868918728996819,0.9373000639795266,0.9856281781825014,0.7745607028753994
88,0.1814946622304113,0.9382397632757518,1.0212873654862562,0.7807507987220448
89,0.18139998299282423,0.9376199616122841,0.9890984918077153,0.7764576677316294
90,0.17698259830983715,0.9395193538067819,1.0110657146563544,0.7736621405750799
91,0.17676131632292236,0.9401991362763915,1.0031791823550154,0.7691693290734825
92,0.1724209521294727,0.9412388035828535,0.9840428156974598,0.7751597444089456
93,0.17020109552480114,0.9418386116442738,1.0038644401981427,0.7741613418530351
94,0.1743871597433135,0.9405990083173384,0.9726154860644676,0.7744608626198083
95,0.1658242513546011,0.94329814459373,0.972484651012733,0.7787539936102237
96,0.1675318180180023,0.9425583813179782,0.9920507567092633,0.771964856230032
97,0.16779873003528922,0.9434580934101088,0.980119842024276,0.7748602236421726
98,0.16103852818899098,0.9448776391554703,1.024765719858983,0.7754592651757188
99,0.15860346820868637,0.9457973448496481,1.056296974468155,0.768370607028754
100,0.15431732494712963,0.9477967050543826,0.9823473762875548,0.7822484025559105
